"","Dp","Hs","Tp","Ta","Temp","lag","season"
"117281","26","4.34","9.88","7.39","23.5","28","3"
"117282","16","3.45","10.53","6.87","23.4","26","3"
"117283","24","3.6","10.53","6.9","23.5","16","3"
"117284","17","3.57","9.88","7.1","23.5","24","3"
"117285","19","3.45","11.11","7.22","23.5","17","3"
"117286","26","3.27","9.88","7.2","23.5","19","3"
"117287","44","3.05","9.88","7.14","23.6","26","3"
"117288","27","2.86","10.53","6.69","23.6","44","3"
"117289","13","2.65","10.53","6.65","23.6","27","3"
"117290","37","2.58","11.11","6.84","23.7","13","3"
"117291","38","2.92","11.11","7.36","23.7","37","3"
"117292","23","2.84","11.11","7.19","23.8","38","3"
"117293","33","2.65","11.11","7.07","23.8","23","3"
"117294","26","2.5","10.53","7.13","23.9","33","3"
"117295","20","2.32","11.11","7.1","23.9","26","3"
"117296","30","2.38","9.09","7.24","23.9","20","3"
"117297","23","2.51","10.53","7.62","23.9","30","3"
"117298","16","2.33","11.11","7.56","24.0","23","3"
"117299","35","2.58","11.11","7.91","24.0","16","3"
"117300","26","2.27","10.53","7.56","24.0","35","3"
"117301","35","2.1","10.53","7.43","23.9","26","3"
"117302","28","2.15","9.88","7.32","23.9","35","3"
"117303","30","2.31","10.53","7.68","23.9","28","3"
"117304","31","2.32","9.88","7.66","23.9","30","3"
"117305","13","2.07","10.53","7.39","23.9","31","3"
"117306","30","2.39","11.11","7.89","23.9","13","3"
"117307","26","2.2","9.88","7.46","23.9","30","3"
"117308","37","2.34","9.88","7.59","24.0","26","3"
"117309","34","2.15","11.11","7.41","24.0","37","3"
"117310","27","2.35","10.53","7.86","24.1","34","3"
"117311","24","2.19","11.11","7.55","24.1","27","3"
"117312","37","2.34","10.53","7.81","24.2","24","3"
"117313","24","2.39","11.11","7.7","24.4","37","3"
"117314","42","2.3","11.11","7.78","24.5","24","3"
"117315","38","2.37","11.11","7.97","24.6","42","3"
"117316","42","2.28","11.76","7.96","24.9","38","3"
"117317","34","2.28","10.53","7.91","24.8","42","3"
"117318","23","2.05","11.11","7.94","25.0","34","3"
"117319","30","1.92","11.11","7.54","25.0","23","3"
"117320","31","1.93","10.53","7.8","25.0","30","3"
"117321","41","1.87","11.76","7.68","25.0","31","3"
"117322","35","1.78","11.76","7.47","25.0","41","3"
"117323","28","1.93","10.53","7.8","25.0","35","3"
"117324","42","1.69","11.76","7.47","25.0","28","3"
"117325","41","1.61","11.11","7.34","24.7","42","3"
"117326","37","1.53","11.11","7.43","24.5","41","3"
"117327","48","1.52","11.76","7.38","24.5","37","3"
"117328","49","1.49","12.5","7.1","24.5","48","3"
"117329","30","1.47","11.11","7.3","24.5","49","3"
"117330","47","1.54","11.76","7.47","24.5","30","3"
"117331","49","1.72","11.76","7.77","24.5","47","3"
"117332","51","1.52","11.11","7.32","24.5","49","3"
"117333","51","1.48","9.09","7.32","24.5","51","3"
"117334","51","1.49","10.53","7.24","24.5","51","3"
"117335","49","1.51","11.11","7.1","24.5","51","3"
"117336","62","1.58","10.53","7.43","24.5","49","3"
"117337","66","1.57","11.11","7.44","24.5","62","3"
"117338","71","1.74","11.11","7.54","24.4","66","3"
"117339","68","1.72","9.88","7.76","24.4","71","3"
"117340","72","1.77","10.53","7.85","24.4","68","3"
"117341","66","1.82","9.88","7.67","24.4","72","3"
"117342","64","1.81","11.11","7.78","24.4","66","3"
"117343","65","1.81","10.53","7.67","24.4","64","3"
"117344","65","1.88","11.76","7.77","24.4","65","3"
"117345","68","1.85","9.09","7.6","24.3","65","3"
"117346","64","1.87","10.53","7.68","24.3","68","3"
"117347","51","1.91","9.88","7.4","24.3","64","3"
"117348","55","1.85","10.53","7.13","24.3","51","3"
"117349","45","1.7","10.53","7.49","24.2","55","3"
"117350","66","1.78","9.88","7.33","24.2","45","3"
"117351","61","1.71","9.09","7.3","24.2","66","3"
"117352","51","1.7","9.88","6.9","24.2","61","3"
"117353","49","1.57","10.53","6.73","24.1","51","3"
"117354","57","1.41","11.76","6.46","24.1","49","3"
"117355","54","1.54","9.88","6.51","24.1","57","3"
"117356","68","1.46","12.5","6.6","24.2","54","3"
"117357","54","1.42","10.53","6.59","24.2","68","3"
"117358","55","1.36","9.88","6.62","24.4","54","3"
"117359","66","1.36","9.09","6.51","24.5","55","3"
"117360","68","1.26","11.76","6.77","24.5","66","3"
"117361","49","1.24","10.53","6.6","24.6","68","3"
"117362","66","1.23","12.5","6.75","24.8","49","3"
"117363","71","1.26","11.11","6.85","24.9","66","3"
"117364","62","1.27","11.76","7.08","25.0","71","3"
"117365","71","1.29","11.11","7.1","25.0","62","3"
"117366","66","1.2","12.5","7.22","25.1","71","3"
"117367","76","1.24","11.11","7.23","25.0","66","3"
"117368","76","1.28","11.11","7.29","25.0","76","3"
"117369","78","1.28","11.11","7.2","25.0","76","3"
"117370","68","1.28","9.88","6.91","25.0","78","3"
"117371","83","1.16","11.11","7.04","25.0","68","3"
"117372","76","1.17","10.53","7.01","25.5","83","3"
"117373","65","1.18","10.53","7.26","25.5","76","3"
"117374","75","1.17","9.88","7.01","25.5","65","3"
"117375","71","1.23","11.11","7.06","25.4","75","3"
"117376","76","1.07","11.11","6.56","25.5","71","3"
"117377","69","1.11","11.11","6.48","25.5","76","3"
"117378","71","1.25","12.5","6.71","25.4","69","3"
"117379","71","1.33","11.76","6.98","25.4","71","3"
"117380","72","1.26","11.11","6.68","25.4","71","3"
"117381","68","1.3","10.53","6.49","25.4","72","3"
"117382","75","1.32","9.88","6.44","25.4","68","3"
"117383","68","1.3","11.11","6.79","25.3","75","3"
"117384","62","1.09","10.53","6.07","25.3","68","3"
"117385","71","1.09","9.09","6.28","25.3","62","3"
"117386","62","1.03","11.76","6.16","25.3","71","3"
"117387","75","0.93","11.76","5.71","25.2","62","3"
"117388","61","0.91","11.11","5.72","25.2","75","3"
"117389","62","0.94","10.53","5.6","25.2","61","3"
"117390","73","0.92","11.11","5.7","25.1","62","3"
"117391","57","0.91","11.76","5.31","25.2","73","3"
"117392","72","0.95","11.11","5.43","25.2","57","3"
"117393","59","0.93","12.5","5.45","25.1","72","3"
"117394","71","0.93","12.5","5.48","25.2","59","3"
"117395","71","0.96","11.76","5.44","25.1","71","3"
"117396","69","0.95","11.76","5.55","25.2","71","3"
"117397","62","0.96","10.53","5.91","25.2","69","3"
"117398","71","0.91","12.5","5.27","25.2","62","3"
"117399","66","0.85","11.11","5.14","25.2","71","3"
"117400","72","0.82","11.11","5.12","25.2","66","3"
"117401","66","0.83","9.88","5.2","25.2","72","3"
"117402","62","0.77","11.11","5.16","25.2","66","3"
"117403","62","0.77","11.11","5.2","25.2","62","3"
"117404","65","0.86","11.11","4.14","25.2","62","3"
"117405","82","0.89","9.09","4.15","25.1","65","3"
"117406","78","0.83","11.11","4.9","25.0","82","3"
"117407","78","0.72","11.76","5.37","24.9","78","3"
"117408","76","0.71","11.76","4.96","25.0","78","3"
"117409","65","0.68","9.88","5.05","25.0","76","3"
"117410","64","0.71","10.53","4.77","25.0","65","3"
"117411","80","0.89","10.53","4.44","25.0","64","3"
"117412","55","0.77","11.76","4.46","24.9","80","3"
"117413","65","0.73","9.88","4.4","24.9","55","3"
"117414","69","0.68","11.11","4.58","24.9","65","3"
"117415","72","0.66","10.53","4.89","24.9","69","3"
"117416","72","0.63","11.76","5.06","24.9","72","3"
"117417","76","0.63","11.11","5.5","24.9","72","3"
"117418","78","0.62","9.88","5.77","24.8","76","3"
"117419","59","0.61","11.11","5.8","24.9","78","3"
"117420","69","0.63","10.53","5.74","25.0","59","3"
"117421","49","0.62","11.11","5.77","25.0","69","3"
"117422","48","0.64","11.11","5.57","25.0","49","3"
"117423","82","0.65","12.5","5.45","24.9","48","3"
"117424","72","0.63","10.53","5.53","24.9","82","3"
"117425","64","0.62","9.88","5.57","24.9","72","3"
"117426","68","0.65","9.09","5.47","24.9","64","3"
"117427","83","0.64","12.5","4.9","24.9","68","3"
"117428","82","0.69","9.88","5.61","24.9","83","3"
"117429","79","0.67","9.09","5.35","24.9","82","3"
"117430","90","0.66","12.5","5.29","24.9","79","3"
"117431","72","0.63","10.53","5.37","24.8","90","3"
"117432","66","0.65","10.53","5.43","24.8","72","3"
"117433","64","0.62","9.88","5.21","24.8","66","3"
"117434","80","0.66","11.76","5.38","24.8","64","3"
"117435","52","0.62","9.88","5.41","24.8","80","3"
"117436","80","0.64","11.11","5.42","24.8","52","3"
"117437","93","0.64","8.33","5.05","24.8","80","3"
"117438","82","0.66","8.33","5.37","24.8","93","3"
"117439","71","0.67","9.88","5.36","24.8","82","3"
"117440","75","0.65","9.09","5.43","24.8","71","3"
"117441","76","0.67","9.09","5.42","24.8","75","3"
"117442","85","0.71","10.53","5.49","24.8","76","3"
"117443","82","0.66","11.11","4.96","24.8","85","3"
"117444","66","0.66","9.09","4.8","24.8","82","3"
"117445","83","0.68","11.76","5.08","24.8","66","3"
"117446","102","0.65","11.76","5.19","24.8","83","3"
"117447","83","0.68","11.76","5.46","24.8","102","3"
"117448","85","0.66","11.76","5.24","24.8","83","3"
"117449","89","0.64","11.11","4.87","24.8","85","3"
"117450","80","0.68","11.11","4.8","24.8","89","3"
"117451","92","0.74","11.11","4.52","24.8","80","3"
"117452","92","0.75","11.76","4.37","24.9","92","3"
"117453","96","0.83","11.76","4.37","24.9","92","3"
"117454","87","0.91","11.11","4.17","24.9","96","3"
"117455","38","1.02","3.7","3.97","24.9","87","3"
"117456","40","1.09","3.45","3.98","24.9","38","3"
"117457","69","1.1","11.76","4.09","24.9","40","3"
"117458","92","1.09","11.76","4.42","25.0","69","3"
"117459","93","1.06","11.76","4.34","25.0","92","3"
"117460","80","1.07","11.76","4.52","25.0","93","3"
"117461","92","1.07","11.76","4.65","25.1","80","3"
"117462","72","0.98","11.76","4.66","25.1","92","3"
"117463","96","0.99","11.11","4.77","25.1","72","3"
"117464","78","1.04","13.33","4.96","25.2","96","3"
"117465","86","1.01","13.33","4.93","25.2","78","3"
"117466","89","0.98","9.88","4.69","25.2","86","3"
"117467","80","0.93","11.11","4.86","25.2","89","3"
"117468","87","0.95","10.53","5.12","25.2","80","3"
"117469","78","0.95","11.11","5.1","25.2","87","3"
"117470","94","0.91","12.5","4.85","25.2","78","3"
"117471","100","0.95","12.5","4.88","25.2","94","3"
"117472","79","1.02","11.76","5.15","25.1","100","3"
"117473","93","0.97","12.5","5.02","25.1","79","3"
"117474","83","0.97","12.5","5.06","25.1","93","3"
"117475","93","1.02","11.76","5.38","25.1","83","3"
"117476","93","0.96","9.88","5.01","25.0","93","3"
"117477","92","0.95","11.76","4.99","25.0","93","3"
"117478","90","0.95","11.76","5.31","25.0","92","3"
"117479","79","0.91","11.11","5.34","25.0","90","3"
"117480","82","0.9","11.76","5.26","25.0","79","3"
"117481","83","0.9","10.53","5.58","25.0","82","3"
"117482","79","0.87","12.5","5.61","24.9","83","3"
"117483","83","0.98","11.76","6.28","24.9","79","3"
"117484","85","0.92","11.76","6.13","25.0","83","3"
"117485","89","0.88","11.11","6.01","25.0","85","3"
"117486","83","0.9","11.76","6.13","24.9","89","3"
"117487","75","0.87","11.76","6.14","24.9","83","3"
"117488","85","0.92","11.76","6.28","24.9","75","3"
"117489","73","0.84","12.5","5.86","24.9","85","3"
"117490","72","0.86","10.53","6.35","24.9","73","3"
"117491","73","0.86","12.5","6.18","24.9","72","3"
"117492","75","0.93","11.76","6.22","24.9","73","3"
"117493","85","0.9","11.76","6.46","24.8","75","3"
"117494","79","0.9","11.76","6.3","24.8","85","3"
"117495","73","0.87","11.11","6.44","24.8","79","3"
"117496","75","0.88","11.76","6.27","24.8","73","3"
"117497","85","0.92","11.76","6.44","24.8","75","3"
"117498","85","0.88","11.76","6.35","24.7","85","3"
"117499","87","0.89","12.5","6.44","24.7","85","3"
"117500","90","0.89","11.11","6.63","24.8","87","3"
"117501","90","0.91","10.53","7.11","24.9","90","3"
"117502","93","0.97","9.88","7.0","24.9","90","3"
"117503","92","0.84","11.11","6.49","25.0","93","3"
"117504","89","0.95","10.53","7.34","25.0","92","3"
"117505","82","0.89","11.11","7.11","25.2","89","3"
"117506","93","0.93","11.11","7.53","25.4","82","3"
"117507","76","0.9","11.76","7.11","25.5","93","3"
"117508","69","0.83","11.11","6.91","25.6","76","3"
"117509","80","0.92","11.11","7.25","25.8","69","3"
"117510","66","0.87","11.76","7.03","25.9","80","3"
"117511","85","0.94","10.53","7.46","26.1","66","3"
"117512","82","0.95","10.53","7.3","26.2","85","3"
"117513","76","0.91","10.53","7.36","25.9","82","3"
"117514","79","0.91","10.53","7.32","26.1","76","3"
"117515","62","0.9","10.53","7.43","25.9","79","3"
"117516","76","0.95","10.53","7.61","25.6","62","3"
"117517","80","1.0","9.88","7.46","25.4","76","3"
"117518","76","0.9","10.53","7.3","25.5","80","3"
"117519","66","0.97","11.11","7.45","25.8","76","3"
"117520","83","0.9","9.88","7.23","26.1","66","3"
"117521","69","0.88","11.11","7.19","26.0","83","3"
"117522","57","0.85","11.11","7.06","25.9","69","3"
"117523","75","0.9","10.53","7.32","25.7","57","3"
"117524","86","0.92","9.88","7.17","25.5","75","3"
"117525","76","0.97","9.88","7.24","25.3","86","3"
"117526","75","0.98","8.33","7.05","25.0","76","3"
"117527","79","0.94","9.88","7.03","25.1","75","3"
"117528","79","0.89","9.09","7.14","25.2","79","3"
"117529","82","0.88","9.09","6.9","25.3","79","3"
"117530","86","0.88","9.09","7.07","25.0","82","3"
"117531","68","0.87","11.11","7.13","25.0","86","3"
"117532","80","0.87","9.09","6.96","25.0","68","3"
"117533","85","0.82","10.53","7.01","25.0","80","3"
"117534","72","0.83","10.53","6.84","25.0","85","3"
"117535","75","0.83","9.88","7.0","25.1","72","3"
"117536","83","0.81","10.53","6.84","25.1","75","3"
"117537","79","0.8","9.09","6.68","25.2","83","3"
"117538","76","0.8","9.88","6.54","25.3","79","3"
"117539","64","0.84","11.11","6.81","25.4","76","3"
"117540","83","0.81","9.88","6.84","25.4","64","3"
"117541","75","0.78","10.53","6.4","25.5","83","3"
"117542","89","0.72","9.88","6.52","25.5","75","3"
"117543","72","0.79","10.53","6.9","25.5","89","3"
"117544","78","0.79","10.53","6.86","25.5","72","3"
"117545","79","0.73","11.11","6.72","25.5","78","3"
"117546","72","0.71","9.88","6.77","25.5","79","3"
"117547","83","0.71","9.88","6.83","25.5","72","3"
"117548","85","0.68","10.53","6.64","25.5","83","3"
"117549","79","0.69","10.53","6.7","25.5","85","3"
"117550","75","0.63","10.53","6.23","25.6","79","3"
"117551","89","0.63","9.09","6.3","25.6","75","3"
"117552","71","0.64","9.88","5.74","25.8","89","3"
"117553","90","0.64","9.09","5.31","25.8","71","3"
"117554","82","0.66","9.09","5.25","25.8","90","3"
"117555","79","0.65","9.09","4.97","25.9","82","3"
"117556","80","0.64","9.09","4.68","26.0","79","3"
"117557","80","0.63","9.09","4.59","26.0","80","3"
"117558","78","0.62","9.09","4.47","26.1","80","3"
"117559","93","0.6","8.33","4.56","26.0","78","3"
"117560","68","0.67","10.53","4.63","25.8","93","3"
"117561","90","0.63","9.09","4.72","25.8","68","3"
"117562","78","0.65","9.88","4.9","25.7","90","3"
"117563","86","0.61","9.09","4.71","25.7","78","3"
"117564","82","0.6","9.09","4.69","26.0","86","3"
"117565","87","0.57","9.09","4.54","26.0","82","3"
"117566","66","0.61","10.53","4.88","26.0","87","3"
"117567","73","0.59","9.88","4.92","26.0","66","3"
"117568","80","0.55","9.09","4.92","26.0","73","3"
"117569","80","0.6","9.09","5.26","26.0","80","3"
"117570","86","0.59","9.09","4.97","26.0","80","3"
"117571","82","0.57","8.33","4.84","26.0","86","3"
"117572","80","0.56","9.88","5.11","25.9","82","3"
"117573","82","0.57","9.88","5.07","25.9","80","3"
"117574","82","0.55","9.88","4.69","25.9","82","3"
"117575","76","0.59","9.09","4.79","25.8","82","3"
"117576","78","0.55","11.11","4.91","25.8","76","3"
"117577","80","0.52","9.09","4.97","25.7","78","3"
"117578","85","0.54","9.88","5.03","25.7","80","3"
"117579","68","0.54","9.88","5.14","25.7","85","3"
"117580","90","0.52","9.88","5.2","25.7","68","3"
"117581","83","0.57","9.88","5.35","25.7","90","3"
"117582","87","0.54","9.09","5.38","25.7","83","3"
"117583","64","0.52","9.88","5.34","25.6","87","3"
"117584","85","0.5","9.09","5.36","25.6","64","3"
"117585","106","0.51","9.88","5.5","25.6","85","3"
"117586","86","0.48","9.09","5.25","25.7","106","3"
"117587","83","0.53","9.88","5.09","25.6","86","3"
"117588","75","0.51","9.88","4.35","25.7","83","3"
"117589","92","0.58","9.09","4.24","25.6","75","3"
"117590","89","0.61","10.53","4.05","25.6","92","3"
"117591","130","0.69","6.25","3.54","25.8","89","3"
"117592","87","0.76","9.09","3.66","25.8","130","3"
"117593","132","0.75","5.88","3.58","25.8","87","3"
"117594","335","0.78","3.45","3.51","25.8","132","3"
"117595","335","0.91","3.85","3.57","25.8","335","3"
"117596","352","0.95","4.0","3.7","25.6","335","3"
"117597","13","0.96","3.7","3.56","25.7","352","3"
"117598","16","1.01","3.85","3.64","25.7","13","3"
"117599","16","1.0","4.17","3.65","25.6","16","3"
"117600","17","1.08","4.35","3.71","25.7","16","3"
"117601","23","1.17","4.35","3.91","25.6","17","3"
"117602","21","1.26","5.0","3.95","25.6","23","3"
"117603","30","1.45","4.76","4.25","25.6","21","3"
"117604","17","1.8","6.25","4.7","25.5","30","3"
"117605","13","1.93","6.67","4.99","25.6","17","3"
"117606","20","1.94","6.25","5.09","25.6","13","3"
"117607","31","1.82","6.67","4.88","25.6","20","3"
"117608","20","1.86","7.14","5.08","25.6","31","3"
"117609","30","1.81","6.67","4.93","25.8","20","3"
"117610","40","1.83","8.33","5.21","25.7","30","3"
"117611","31","1.77","8.33","5.16","25.6","40","3"
"117612","35","1.85","7.69","5.27","25.6","31","3"
"117613","33","1.77","7.69","5.07","25.5","35","3"
"117614","40","1.82","9.09","5.46","25.4","33","3"
"117615","40","1.78","8.33","5.41","25.5","40","3"
"117616","38","1.8","9.09","5.58","25.4","40","3"
"117617","47","1.97","8.33","5.56","25.4","38","3"
"117618","44","1.99","8.33","5.77","25.4","47","3"
"117619","52","2.11","9.09","6.31","25.4","44","3"
"117620","49","2.19","9.09","6.23","25.2","52","3"
"117621","37","2.07","8.33","6.01","25.0","49","3"
"117622","42","2.18","8.33","6.22","25.0","37","3"
"117623","45","2.23","8.33","6.25","25.0","42","3"
"117624","58","2.26","9.09","6.44","25.0","45","3"
"117625","41","2.14","8.33","6.21","24.9","58","3"
"117626","41","2.32","8.33","6.57","24.9","41","3"
"117627","54","2.3","9.09","6.46","24.9","41","3"
"117628","54","2.01","9.09","6.2","24.8","54","3"
"117629","58","2.34","9.09","6.63","24.8","54","3"
"117630","44","2.29","9.09","6.53","24.8","58","3"
"117631","65","2.13","9.88","6.32","24.7","44","3"
"117632","68","2.22","9.88","6.53","24.6","65","3"
"117633","68","2.04","9.88","6.28","24.5","68","3"
"117634","54","2.08","9.09","6.26","24.5","68","3"
"117635","55","2.1","9.09","6.34","24.5","54","3"
"117636","57","1.96","9.09","6.27","24.4","55","3"
"117637","55","2.01","9.09","6.43","24.3","57","3"
"117638","62","1.94","9.09","6.24","24.4","55","3"
"117639","57","2.13","9.09","6.71","24.3","62","3"
"117640","57","2.13","9.09","6.49","24.3","57","3"
"117641","59","2.22","9.09","6.86","24.3","57","3"
"117642","55","2.05","9.09","6.64","24.3","59","3"
"117643","65","2.2","9.88","6.68","24.4","55","3"
"117644","71","2.23","9.09","6.68","24.4","65","3"
"117645","59","2.13","9.88","6.78","24.4","71","3"
"117646","65","2.19","9.88","6.71","24.4","59","3"
"117647","69","2.05","9.09","6.73","24.4","65","3"
"117648","65","2.02","11.11","6.68","24.5","69","3"
"117649","66","2.01","10.53","6.74","24.6","65","3"
"117650","58","2.23","10.53","6.7","24.7","66","3"
"117651","66","2.2","9.88","6.88","24.7","58","3"
"117652","79","2.16","9.88","6.82","24.8","66","3"
"117653","68","1.94","9.88","6.56","24.7","79","3"
"117654","58","2.07","10.53","6.64","24.8","68","3"
"117655","65","2.14","10.53","6.76","24.8","58","3"
"117656","80","1.95","9.88","6.58","24.7","65","3"
"117657","73","1.89","9.88","6.44","24.8","80","3"
"117658","75","1.92","10.53","6.56","24.8","73","3"
"117659","58","1.8","10.53","6.54","24.7","75","3"
"117660","55","1.71","9.88","6.31","24.8","58","3"
"117661","66","1.64","9.88","6.14","24.7","55","3"
"117662","66","1.6","10.53","6.46","24.7","66","3"
"117663","45","1.65","9.88","6.48","24.7","66","3"
"117664","58","1.71","10.53","6.57","24.6","45","3"
"117665","64","1.58","10.53","6.67","24.5","58","3"
"117666","58","1.57","9.88","6.37","24.5","64","3"
"117667","62","1.67","10.53","6.59","24.5","58","3"
"117668","65","1.66","10.53","6.4","24.5","62","3"
"117669","61","1.74","9.88","6.59","24.5","65","3"
"117670","65","1.6","10.53","6.11","24.5","61","3"
"117671","59","1.57","9.88","6.11","24.5","65","3"
"117672","71","1.59","10.53","6.05","24.5","59","3"
"117673","113","1.71","6.67","6.11","24.5","71","3"
"117674","55","1.53","9.88","5.95","24.5","113","3"
"117675","58","1.57","9.88","6.0","24.6","55","3"
"117676","69","1.55","9.88","5.98","24.6","58","3"
"117677","59","1.52","9.88","6.02","24.6","69","3"
"117678","59","1.44","10.53","5.98","24.6","59","3"
"117679","71","1.47","9.88","5.98","24.6","59","3"
"117680","102","1.47","7.14","6.1","24.6","71","3"
"117681","54","1.46","9.88","6.17","24.5","102","3"
"117682","61","1.47","9.88","6.23","24.6","54","3"
"117683","75","1.38","9.09","5.96","24.6","61","3"
"117684","75","1.42","9.09","6.21","24.6","75","3"
"117685","117","1.4","7.14","5.97","24.7","75","3"
"117686","78","1.49","9.88","6.17","24.7","117","3"
"117687","110","1.46","7.69","6.1","24.7","78","3"
"117688","118","1.45","6.25","5.97","24.7","110","3"
"117689","118","1.37","7.14","5.94","24.7","118","3"
"117690","104","1.42","7.69","5.98","24.7","118","3"
"117691","68","1.46","9.88","6.16","24.7","104","3"
"117692","106","1.42","7.69","6.2","24.8","68","3"
"117693","75","1.48","9.09","6.32","24.9","106","3"
"117694","94","1.42","8.33","6.48","24.9","75","3"
"117695","117","1.45","7.14","6.35","25.0","94","3"
"117696","55","1.36","9.88","6.35","25.0","117","3"
"117697","116","1.43","7.14","6.36","25.0","55","3"
"117698","100","1.34","7.69","6.32","25.2","116","3"
"117699","124","1.38","7.14","6.46","25.4","100","3"
"117700","118","1.4","6.67","6.49","25.4","124","3"
"117701","125","1.34","7.69","6.4","25.5","118","3"
"117702","78","1.29","9.09","6.34","25.6","125","3"
"117703","109","1.27","7.14","6.24","25.6","78","3"
"117704","65","1.35","9.88","6.53","25.6","109","3"
"117705","114","1.27","7.69","6.52","25.7","65","3"
"117706","117","1.28","8.33","6.4","25.7","114","3"
"117707","68","1.35","9.88","6.74","25.6","117","3"
"117708","128","1.3","7.69","6.46","25.6","68","3"
"117709","117","1.27","7.69","6.69","25.6","128","3"
"117710","123","1.25","7.69","6.53","25.6","117","3"
"117711","90","1.28","9.09","6.69","25.6","123","3"
"117712","130","1.25","7.69","6.41","25.5","90","3"
"117713","135","1.22","7.69","6.54","25.5","130","3"
"117714","135","1.21","7.69","6.57","25.4","135","3"
"117715","103","1.25","9.88","6.47","25.4","135","3"
"117716","147","1.24","7.69","6.49","25.4","103","3"
"117717","113","1.21","9.88","6.5","25.4","147","3"
"117718","124","1.23","7.69","6.52","25.4","113","3"
"117719","145","1.19","6.67","6.51","25.4","124","3"
"117720","118","1.19","8.33","6.5","25.4","145","3"
"117721","132","1.25","7.14","6.49","25.4","118","3"
"117722","141","1.36","7.69","6.92","25.4","132","3"
"117723","137","1.2","7.14","6.68","25.4","141","3"
"117724","121","1.18","9.09","6.74","25.4","137","3"
"117725","135","1.16","7.14","6.54","25.4","121","3"
"117726","111","1.12","11.11","6.4","25.4","135","3"
"117727","124","1.23","8.33","6.7","25.4","111","3"
"117728","125","1.22","7.69","6.54","25.4","124","3"
"117729","114","1.16","9.09","6.48","25.4","125","3"
"117730","92","1.29","9.88","6.63","25.4","114","3"
"117731","87","1.29","9.88","6.57","25.2","92","3"
"117732","114","1.24","7.69","6.38","25.2","87","3"
"117733","118","1.19","9.88","6.34","25.1","114","3"
"117734","65","1.3","9.88","6.53","25.1","118","3"
"117735","103","1.26","9.09","6.42","25.0","65","3"
"117736","71","1.27","11.11","6.07","25.0","103","3"
"117737","120","1.3","8.33","6.14","25.0","71","3"
"117738","99","1.3","8.33","6.05","25.0","120","3"
"117739","86","1.45","9.09","6.26","25.0","99","3"
"117740","68","1.36","11.76","6.07","25.0","86","3"
"117741","76","1.35","9.88","5.82","25.0","68","3"
"117742","86","1.38","11.11","5.92","25.0","76","3"
"117743","104","1.3","9.09","5.68","25.1","86","3"
"117744","103","1.25","10.53","5.9","25.1","104","3"
"117745","92","1.26","9.88","5.93","25.2","103","3"
"117746","61","1.18","11.76","5.6","25.2","92","3"
"117747","80","1.23","9.88","5.78","25.2","61","3"
"117748","102","1.19","9.88","5.49","25.4","80","3"
"117749","75","1.21","11.11","5.39","25.2","102","3"
"117750","62","1.3","11.76","5.46","25.3","75","3"
"117751","75","1.25","11.11","5.28","25.0","62","3"
"117752","103","1.26","9.09","5.09","25.1","75","3"
"117753","64","1.27","11.76","5.08","25.1","103","3"
"117754","102","1.35","10.53","5.24","25.1","64","3"
"117755","83","1.27","11.11","5.08","25.2","102","3"
"117756","61","1.3","12.5","5.19","25.2","83","3"
"117757","54","1.22","11.76","5.26","25.0","61","3"
"117758","72","1.25","11.76","5.43","25.0","54","3"
"117759","90","1.27","10.53","5.84","25.0","72","3"
"117760","78","1.24","10.53","5.91","25.0","90","3"
"117761","107","1.37","9.88","6.38","25.0","78","3"
"117762","87","1.29","11.76","6.25","24.9","107","3"
"117763","107","1.34","11.76","6.63","24.9","87","3"
"117764","99","1.32","11.76","6.58","24.9","107","3"
"117765","94","1.48","11.76","6.88","24.9","99","3"
"117766","128","1.43","11.11","6.52","24.9","94","3"
"117767","107","1.61","11.76","7.04","24.9","128","3"
"117768","78","1.41","11.76","6.61","24.9","107","3"
"117769","118","1.6","12.5","7.2","24.9","78","3"
"117770","128","1.68","12.5","7.64","24.9","118","3"
"117771","102","1.73","11.76","7.21","24.9","128","3"
"117772","135","1.54","12.5","7.0","24.9","102","3"
"117773","120","1.65","13.33","7.23","24.9","135","3"
"117774","127","1.79","11.76","7.64","25.0","120","3"
"117775","130","1.52","11.76","6.66","25.0","127","3"
"117776","113","1.53","12.5","6.73","25.0","130","3"
"117777","102","1.46","12.5","6.53","24.9","113","3"
"117778","125","1.49","11.76","6.32","25.0","102","3"
"117779","113","1.41","12.5","6.0","25.0","125","3"
"117780","94","1.47","12.5","5.91","25.0","113","3"
"117781","111","1.37","11.76","5.69","25.0","94","3"
"117782","118","1.44","11.11","5.68","24.9","111","3"
"117783","97","1.37","11.76","5.47","24.9","118","3"
"117784","102","1.44","11.11","5.61","24.9","97","3"
"117785","114","1.45","10.53","5.21","24.9","102","3"
"117786","135","1.55","10.53","5.21","24.9","114","3"
"117787","104","1.54","11.11","5.5","24.8","135","3"
"117788","104","1.49","11.76","5.03","24.9","104","3"
"117789","96","1.59","11.76","5.32","24.9","104","3"
"117790","73","1.56","13.33","5.28","24.9","96","3"
"117791","97","1.51","11.76","5.09","24.9","73","3"
"117792","83","1.58","12.5","5.35","24.9","97","3"
"117793","106","1.62","5.88","5.35","24.9","83","3"
"117794","102","1.55","5.88","5.29","24.9","106","3"
"117795","103","1.66","11.76","5.43","24.9","102","3"
"117796","110","1.75","11.76","5.54","25.0","103","3"
"117797","100","1.82","11.76","5.54","25.0","110","3"
