"","Dp","Hs","Tp","Ta","Temp","lag","season"
"100671","66","2.06","10.53","6.33","25.7","47","3"
"100672","64","1.97","10.53","6.12","25.6","66","3"
"100673","64","1.99","9.88","6.07","25.6","64","3"
"100674","75","1.88","9.88","6.04","25.5","64","3"
"100675","61","1.97","10.53","6.26","25.5","75","3"
"100676","51","1.9","9.09","6.23","25.5","61","3"
"100677","68","1.96","10.53","6.38","25.5","51","3"
"100678","68","1.96","9.88","6.52","25.5","68","3"
"100679","68","1.78","9.88","6.17","25.4","68","3"
"100680","71","1.83","10.53","6.37","25.5","68","3"
"100681","72","1.97","9.88","6.53","25.5","71","3"
"100682","69","1.74","10.53","6.41","25.4","72","3"
"100683","52","1.7","8.33","6.3","25.4","69","3"
"100684","61","1.67","9.88","6.18","25.3","52","3"
"100685","64","1.55","9.88","6.12","25.3","61","3"
"100686","61","1.56","9.09","6.04","25.3","64","3"
"100687","68","1.62","9.09","6.09","25.3","61","3"
"100688","72","1.52","10.53","6.12","25.2","68","3"
"100689","65","1.45","9.09","5.94","25.2","72","3"
"100690","71","1.51","9.88","6.11","25.2","65","3"
"100691","76","1.49","9.88","5.83","25.2","71","3"
"100692","64","1.52","9.09","5.97","25.1","76","3"
"100693","68","1.57","9.88","5.8","25.2","64","3"
"100694","65","1.63","9.88","5.9","25.2","68","3"
"100695","69","1.53","9.09","5.69","25.2","65","3"
"100696","58","1.59","9.09","5.84","25.2","69","3"
"100697","62","1.53","9.09","5.65","25.2","58","3"
"100698","59","1.41","9.09","5.53","25.4","62","3"
"100699","61","1.59","9.09","5.93","25.4","59","3"
"100700","57","1.44","10.53","5.64","25.3","61","3"
"100701","51","1.52","9.09","5.89","25.3","57","3"
"100702","54","1.49","9.09","5.92","25.3","51","3"
"100703","52","1.5","9.09","5.8","25.3","54","3"
"100704","49","1.32","8.33","5.73","25.4","52","3"
"100705","58","1.47","9.09","6.29","25.2","49","3"
"100706","59","1.36","9.88","6.06","25.2","58","3"
"100707","52","1.45","11.11","6.43","25.2","59","3"
"100708","55","1.47","9.09","6.58","25.1","52","3"
"100709","51","1.54","10.53","6.97","25.1","55","3"
"100710","58","1.54","9.09","6.76","25.1","51","3"
"100711","68","1.46","10.53","6.88","25.0","58","3"
"100712","51","1.48","9.09","6.98","25.0","68","3"
"100713","48","1.45","9.88","7.26","25.0","51","3"
"100714","59","1.42","9.09","7.05","25.0","48","3"
"100715","48","1.59","9.88","7.32","25.0","59","3"
"100716","57","1.42","9.09","7.22","25.0","48","3"
"100717","58","1.45","11.11","7.48","25.0","57","3"
"100718","64","1.45","11.11","7.5","25.0","58","3"
"100719","66","1.41","9.09","7.35","25.0","64","3"
"100720","66","1.49","11.11","7.62","25.0","66","3"
"100721","62","1.5","9.09","7.77","25.1","66","3"
"100722","52","1.42","11.11","7.49","25.0","62","3"
"100723","65","1.64","9.88","8.01","25.0","52","3"
"100724","66","1.44","11.11","7.89","25.0","65","3"
"100725","62","1.43","11.11","7.94","25.0","66","3"
"100726","52","1.48","10.53","7.99","25.0","62","3"
"100727","65","1.59","11.11","8.17","25.0","52","3"
"100728","62","1.64","11.11","8.22","25.0","65","3"
"100729","55","1.63","9.88","8.31","25.0","62","3"
"100730","61","1.59","11.76","8.44","25.0","55","3"
"100731","48","1.42","11.76","8.08","25.0","61","3"
"100732","54","1.45","11.11","8.4","25.0","48","3"
"100733","58","1.49","11.76","8.31","25.0","54","3"
"100734","68","1.43","12.5","8.51","25.0","58","3"
"100735","61","1.46","11.76","8.72","25.0","68","3"
"100736","49","1.42","12.5","8.46","25.0","61","3"
"100737","55","1.35","11.11","8.27","25.0","49","3"
"100738","78","1.3","11.76","8.24","25.0","55","3"
"100739","48","1.29","11.11","8.06","25.0","78","3"
"100740","64","1.4","11.76","8.66","25.0","48","3"
"100741","73","1.41","12.5","8.79","25.0","64","3"
"100742","72","1.26","11.76","8.24","25.0","73","3"
"100743","64","1.24","11.76","8.67","25.0","72","3"
"100744","73","1.22","11.76","8.21","25.0","64","3"
"100745","68","1.32","12.5","8.71","25.1","73","3"
"100746","68","1.28","11.76","8.58","25.2","68","3"
"100747","58","1.21","11.76","8.48","25.4","68","3"
"100748","76","1.17","9.88","8.32","25.5","58","3"
"100749","80","1.27","9.88","8.61","25.6","76","3"
"100750","68","1.32","11.76","8.84","26.1","80","3"
"100751","64","1.18","12.5","8.54","26.4","68","3"
"100752","61","1.12","11.76","8.51","26.6","64","3"
"100753","58","1.18","11.11","8.94","26.6","61","3"
"100754","59","1.23","11.76","8.7","26.5","58","3"
"100755","64","1.34","11.76","9.07","26.6","59","3"
"100756","65","1.16","11.11","8.42","26.6","64","3"
"100757","61","1.25","11.76","8.99","26.5","65","3"
"100758","61","1.15","13.33","8.74","26.3","61","3"
"100759","51","1.28","11.11","8.88","26.2","61","3"
"100760","64","1.26","11.76","8.83","26.0","51","3"
"100761","65","1.27","11.76","8.64","26.0","64","3"
"100762","54","1.36","11.76","8.72","25.8","65","3"
"100763","59","1.4","11.76","8.71","25.8","54","3"
"100764","59","1.53","11.11","9.07","25.8","59","3"
"100765","65","1.32","10.53","8.72","25.9","59","3"
"100766","58","1.49","11.11","9.16","25.9","65","3"
"100767","64","1.28","10.53","8.62","25.8","58","3"
"100768","59","1.3","11.11","8.77","25.8","64","3"
"100769","68","1.27","9.88","8.38","25.6","59","3"
"100770","76","1.37","11.11","9.06","25.6","68","3"
"100771","71","1.32","11.11","8.68","25.7","76","3"
"100772","75","1.21","11.11","8.26","25.6","71","3"
"100773","71","1.39","9.88","8.58","25.6","75","3"
"100774","71","1.24","11.11","7.99","25.8","71","3"
"100775","66","1.32","10.53","8.28","25.8","71","3"
"100776","68","1.31","9.88","8.14","25.8","66","3"
"100777","76","1.3","11.76","8.33","25.5","68","3"
"100778","69","1.3","11.11","8.2","25.6","76","3"
"100779","71","1.28","11.11","8.03","25.5","69","3"
"100780","71","1.22","11.11","7.63","25.5","71","3"
"100781","61","1.16","11.11","7.57","25.7","71","3"
"100782","66","1.22","9.88","7.75","25.6","61","3"
"100783","65","1.21","12.5","7.73","25.6","66","3"
"100784","71","1.31","11.76","8.07","25.6","65","3"
"100785","71","1.15","11.11","7.62","25.5","71","3"
"100786","68","1.14","11.76","7.63","25.5","71","3"
"100787","72","1.16","10.53","7.11","25.5","68","3"
"100788","64","1.18","11.11","7.41","25.5","72","3"
"100789","61","1.03","11.11","7.18","25.5","64","3"
"100790","69","1.14","10.53","7.77","25.5","61","3"
"100791","73","1.05","11.11","7.3","25.5","69","3"
"100792","59","1.1","11.76","7.51","25.4","73","3"
"100793","85","1.08","12.5","6.8","25.4","59","3"
"100794","73","1.21","9.88","7.0","25.3","85","3"
"100795","83","1.22","9.88","7.09","25.5","73","3"
"100796","82","1.11","10.53","6.94","25.5","83","3"
"100797","59","1.03","9.88","6.71","25.5","82","3"
"100798","76","1.08","10.53","6.98","25.8","59","3"
"100799","69","1.08","11.76","6.97","26.0","76","3"
"100800","72","1.09","11.11","7.25","26.1","69","3"
"100801","64","1.14","11.11","7.53","26.4","72","3"
"100802","73","1.01","9.88","6.99","26.4","64","3"
"100803","80","1.07","11.11","7.32","26.5","73","3"
"100804","78","1.06","10.53","7.19","26.5","80","3"
"100805","58","1.17","10.53","7.25","26.5","78","3"
"100806","59","1.07","11.11","6.68","26.4","58","3"
"100807","69","1.08","11.11","6.77","26.2","59","3"
"100808","69","0.92","11.11","6.21","26.1","69","3"
"100809","66","0.94","11.11","6.41","25.9","69","3"
"100810","68","1.0","10.53","6.42","25.9","66","3"
"100811","65","1.03","10.53","6.74","25.8","68","3"
"100812","68","1.01","11.11","6.76","25.9","65","3"
"100813","76","1.02","9.09","6.98","25.9","68","3"
"100814","65","1.14","11.11","7.29","25.8","76","3"
"100815","64","0.99","10.53","6.93","25.8","65","3"
"100816","65","1.07","10.53","7.12","25.8","64","3"
"100817","66","1.01","10.53","6.97","25.9","65","3"
"100818","69","1.08","10.53","7.12","25.9","66","3"
"100819","65","1.04","10.53","6.69","25.9","69","3"
"100820","72","1.04","11.11","6.75","25.8","65","3"
"100821","71","1.09","10.53","6.74","25.8","72","3"
"100822","69","1.08","11.11","6.7","25.8","71","3"
"100823","64","1.09","10.53","6.62","25.6","69","3"
"100824","75","1.08","10.53","6.4","25.6","64","3"
"100825","102","1.0","8.33","6.66","25.6","75","3"
"100826","73","1.04","10.53","6.47","25.6","102","3"
"100827","87","1.07","9.88","6.67","25.8","73","3"
"100828","62","1.04","10.53","6.7","25.9","87","3"
"100829","92","1.03","9.09","6.55","25.8","62","3"
"100830","66","1.09","10.53","6.8","25.9","92","3"
"100831","72","1.01","9.88","6.31","25.9","66","3"
"100832","87","1.0","9.09","6.35","25.9","72","3"
"100833","76","1.09","10.53","6.37","25.9","87","3"
"100834","109","1.12","7.69","6.71","25.8","76","3"
"100835","97","1.13","9.09","6.69","25.8","109","3"
"100836","87","1.16","9.88","6.89","25.9","97","3"
"100837","75","1.12","9.88","6.67","25.7","87","3"
"100838","55","1.18","12.5","6.73","25.6","75","3"
"100839","66","1.18","11.76","6.76","25.6","55","3"
"100840","76","1.23","9.88","6.43","25.7","66","3"
"100841","64","1.13","12.5","6.25","25.7","76","3"
"100842","59","1.14","12.5","6.17","25.7","64","3"
"100843","96","1.19","8.33","6.1","25.9","59","3"
"100844","69","1.13","12.5","5.78","25.8","96","3"
"100845","100","1.22","9.09","5.95","25.9","69","3"
"100846","71","1.25","10.53","5.86","25.9","100","3"
"100847","87","1.26","9.09","5.72","25.9","71","3"
"100848","92","1.37","8.33","5.86","25.9","87","3"
"100849","94","1.32","9.09","5.81","25.9","92","3"
"100850","66","1.31","11.76","5.78","25.8","94","3"
"100851","86","1.32","8.33","5.99","25.6","66","3"
"100852","96","1.33","8.33","5.78","25.6","86","3"
"100853","87","1.37","9.09","6.12","25.6","96","3"
"100854","79","1.41","8.33","6.29","25.6","87","3"
"100855","71","1.52","8.33","6.57","25.6","79","3"
"100856","65","1.44","7.69","6.44","25.6","71","3"
"100857","71","1.49","8.33","6.62","25.6","65","3"
"100858","69","1.63","8.33","6.65","25.7","71","3"
"100859","82","1.57","8.33","6.43","25.7","69","3"
"100860","86","1.58","8.33","6.36","25.6","82","3"
"100861","47","1.61","10.53","6.39","25.6","86","3"
"100862","80","1.67","8.33","6.43","25.6","47","3"
"100863","92","1.61","7.69","6.35","25.6","80","3"
"100864","79","1.78","8.33","6.61","25.6","92","3"
"100865","110","1.77","7.69","6.37","25.6","79","3"
"100866","49","1.86","9.88","6.61","25.6","110","3"
"100867","94","1.86","7.14","6.61","25.5","49","3"
"100868","99","1.92","6.67","6.53","25.5","94","3"
"100869","114","2.05","6.25","6.67","25.5","99","3"
"100870","113","1.99","7.14","6.41","25.5","114","3"
"100871","104","2.11","7.69","6.64","25.6","113","3"
"100872","103","2.22","7.69","6.63","25.6","104","3"
"100873","94","2.1","8.33","6.53","25.5","103","3"
"100874","103","2.08","7.69","6.6","25.5","94","3"
"100875","100","2.04","7.69","6.54","25.5","103","3"
"100876","92","2.06","8.33","6.51","25.6","100","3"
"100877","111","2.23","6.67","6.65","25.5","92","3"
"100878","113","2.22","7.69","6.58","25.5","111","3"
"100879","116","2.29","7.69","6.48","25.5","113","3"
"100880","93","2.37","7.69","6.65","25.5","116","3"
"100881","94","2.28","8.33","6.61","25.5","93","3"
"100882","96","2.35","7.69","6.65","25.6","94","3"
"100883","103","2.39","8.33","6.77","25.6","96","3"
"100884","106","2.14","7.14","6.59","25.6","103","3"
"100885","104","2.28","7.69","6.67","25.6","106","3"
"100886","87","2.49","8.33","6.87","25.7","104","3"
"100887","92","2.21","9.09","6.68","25.6","87","3"
"100888","93","2.21","8.33","6.73","25.7","92","3"
"100889","90","2.49","8.33","6.85","25.6","93","3"
"100890","86","2.38","8.33","6.62","25.7","90","3"
"100891","82","2.4","8.33","6.74","25.7","86","3"
"100892","92","2.31","7.69","6.67","25.6","82","3"
"100893","99","2.42","8.33","6.94","25.6","92","3"
"100894","92","2.46","8.33","6.71","25.5","99","3"
"100895","89","2.34","9.09","6.67","25.5","92","3"
"100896","93","2.24","9.09","6.77","25.6","89","3"
"100897","93","2.43","9.09","6.89","25.6","93","3"
"100898","92","2.43","9.09","6.99","25.6","93","3"
"100899","97","2.45","8.33","6.88","25.7","92","3"
"100900","90","2.45","8.33","6.88","25.7","97","3"
"100901","87","2.34","9.09","6.84","25.6","90","3"
"100902","75","2.29","9.09","6.84","25.5","87","3"
"100903","92","2.39","8.33","6.86","25.5","75","3"
"100904","103","2.29","8.33","6.91","25.4","92","3"
"100905","93","2.32","8.33","7.04","25.4","103","3"
"100906","97","2.3","8.33","6.97","25.4","93","3"
"100907","100","2.1","8.33","6.62","25.6","97","3"
"100908","93","2.37","8.33","6.93","25.6","100","3"
"100909","111","2.25","7.69","6.86","25.6","93","3"
"100910","73","2.28","9.09","6.96","25.5","111","3"
"100911","79","2.34","9.09","7.09","25.1","73","3"
"100912","100","2.22","8.33","7.03","24.9","79","3"
"100913","102","2.21","8.33","6.91","24.8","100","3"
"100914","99","2.24","8.33","7.07","24.6","102","3"
"100915","89","2.43","9.09","7.18","24.6","99","3"
"100916","94","2.53","8.33","7.3","24.6","89","3"
"100917","72","2.39","11.11","7.15","24.6","94","3"
"100918","71","2.46","11.11","7.24","24.8","72","3"
"100919","99","2.18","8.33","6.83","24.9","71","3"
"100920","94","2.21","8.33","6.88","24.8","99","3"
"100921","85","2.17","9.09","6.76","24.9","94","3"
"100922","103","2.34","8.33","6.91","25.1","85","3"
"100923","68","2.16","9.88","6.75","25.4","103","3"
"100924","66","2.14","11.76","6.98","25.5","68","3"
"100925","87","2.26","8.33","6.75","25.6","66","3"
"100926","59","2.11","10.53","6.72","25.6","87","3"
"100927","94","2.16","9.09","6.59","25.6","59","3"
"100928","65","2.12","9.88","6.72","25.6","94","3"
"100929","86","2.09","9.09","6.59","25.6","65","3"
"100930","94","2.12","8.33","6.66","25.7","86","3"
"100931","85","2.12","9.09","6.88","25.8","94","3"
"100932","79","2.07","9.09","6.75","25.8","85","3"
"100933","102","2.07","8.33","6.64","25.9","79","3"
"100934","90","2.25","9.09","7.0","26.0","102","3"
"100935","103","2.03","8.33","6.9","26.1","90","3"
"100936","103","2.21","8.33","7.0","26.2","103","3"
"100937","103","2.06","7.69","6.82","26.5","103","3"
"100938","80","2.02","9.09","6.9","26.8","103","3"
"100939","85","2.02","9.09","7.0","27.0","80","3"
"100940","79","1.96","9.88","7.02","27.4","85","3"
"100941","94","1.91","8.33","6.97","27.6","79","3"
"100942","71","1.84","9.88","7.23","27.6","94","3"
"100943","96","1.96","7.69","7.21","28.0","71","3"
"100944","89","1.88","9.09","7.12","27.8","96","3"
"100945","79","1.89","9.09","7.13","27.4","89","3"
"100946","83","1.76","9.09","7.12","27.5","79","3"
"100947","79","1.72","9.09","7.06","27.8","83","3"
"100948","96","1.8","7.69","7.07","27.5","79","3"
"100949","93","1.54","7.69","6.76","27.3","96","3"
"100950","64","1.61","9.88","6.7","27.3","93","3"
"100951","97","1.66","7.69","6.62","27.2","64","3"
"100952","82","1.57","9.09","6.32","27.0","97","3"
"100953","102","1.64","7.69","6.33","27.0","82","3"
"100954","102","1.6","7.69","6.12","26.9","102","3"
"100955","85","1.47","8.33","5.78","26.9","102","3"
"100956","89","1.49","7.69","5.63","26.8","85","3"
"100957","71","1.55","9.88","5.99","26.6","89","3"
"100958","90","1.54","8.33","5.96","26.5","71","3"
"100959","113","1.52","7.14","5.92","26.5","90","3"
"100960","87","1.44","8.33","5.97","26.5","113","3"
"100961","111","1.36","7.69","5.87","26.4","87","3"
"100962","106","1.47","7.69","6.15","26.4","111","3"
"100963","72","1.33","9.88","5.76","26.4","106","3"
"100964","96","1.44","8.33","6.16","26.4","72","3"
"100965","92","1.42","8.33","5.95","26.4","96","3"
"100966","116","1.36","7.14","5.88","26.5","92","3"
"100967","109","1.35","7.69","5.7","26.5","116","3"
"100968","109","1.48","7.69","6.19","26.5","109","3"
"100969","107","1.45","7.69","6.07","26.4","109","3"
"100970","128","1.4","6.67","5.85","26.4","107","3"
"100971","107","1.5","7.69","6.06","26.4","128","3"
"100972","83","1.38","10.53","5.74","26.3","107","3"
"100973","83","1.53","10.53","6.21","26.3","83","3"
"100974","83","1.47","9.88","6.01","26.2","83","3"
"100975","78","1.39","11.11","5.83","26.2","83","3"
"100976","118","1.48","7.14","5.99","26.2","78","3"
"100977","85","1.32","10.53","6.02","26.2","118","3"
"100978","87","1.36","9.88","6.5","26.1","85","3"
"100979","87","1.28","8.33","6.27","26.1","87","3"
"100980","66","1.31","10.53","6.6","26.1","87","3"
"100981","73","1.21","9.88","6.78","26.2","66","3"
"100982","78","1.21","9.88","6.74","26.2","73","3"
"100983","83","1.22","9.88","6.94","26.3","78","3"
"100984","89","1.24","9.09","6.88","26.6","83","3"
"100985","104","1.11","7.69","6.52","26.6","89","3"
"100986","82","1.15","9.09","6.58","26.9","104","3"
