Date(UTC),Hs(ft),TP(s),Dp(deg),Ta(s),SST(F)
1/31/2019 23:58,3.41,7.69,41,6.08,45.9
1/31/2019 23:28,3.58,7.69,40,5.93,
1/31/2019 22:28,3.74,7.14,40,5.89,45.9
1/31/2019 21:58,3.71,7.69,38,5.94,46
1/31/2019 21:28,3.84,7.69,45,6.05,46.2
1/31/2019 20:58,4.1,7.69,45,5.89,46.2
1/31/2019 20:28,3.87,8.33,58,5.66,46.2
1/31/2019 19:58,3.87,9.09,55,5.5,46.2
1/31/2019 19:28,3.87,7.69,45,5.51,46.2
1/31/2019 18:58,4.07,6.67,41,5.31,46.2
1/31/2019 18:28,4.23,6.67,37,5.23,46.2
1/31/2019 17:58,4.27,6.25,33,5.1,46.2
1/31/2019 17:28,4.59,6.67,34,4.96,46
1/31/2019 16:58,4.63,6.67,28,4.97,46
1/31/2019 16:28,4.92,5.88,28,5.09,46
1/31/2019 15:58,4.95,6.25,23,4.94,46
1/31/2019 15:28,5.09,5.88,21,4.91,46
1/31/2019 14:58,5.15,7.14,33,4.95,46
1/31/2019 14:28,5.35,5.88,19,4.85,46
1/31/2019 13:58,5.38,6.67,27,4.99,46
1/31/2019 13:28,5.54,7.14,28,4.89,46
1/31/2019 12:58,5.74,5.56,16,4.96,46
1/31/2019 12:28,6.07,6.25,24,5,46
1/31/2019 11:58,6.07,5.88,10,4.86,46.2
1/31/2019 11:28,5.54,6.25,13,4.86,46.2
1/31/2019 10:58,5.58,6.25,9,4.78,46.2
1/31/2019 10:28,5.45,6.25,12,4.68,46.2
1/31/2019 9:58,5.74,6.25,4,4.68,46.2
1/31/2019 9:28,5.61,6.25,6,4.66,46.2
1/31/2019 8:58,5.68,5.88,9,4.74,46.2
1/31/2019 8:28,5.64,5.56,357,4.73,46.2
1/31/2019 7:58,5.84,6.25,2,4.83,46.2
1/31/2019 7:28,5.54,5.26,2,4.71,46.2
1/31/2019 6:58,5.09,5.56,356,4.62,46.2
1/31/2019 6:28,5.05,5.26,355,4.59,46.2
1/31/2019 5:58,4.89,5,3,4.56,46.2
1/31/2019 5:28,4.72,4.55,353,4.28,46.2
1/31/2019 4:58,4.27,4,0,4.12,46.2
1/31/2019 4:28,3.9,10.53,58,4.08,46.2
1/31/2019 3:58,3.41,11.11,58,4.09,46.2
1/31/2019 3:28,3.18,9.88,69,4.3,46.2
1/31/2019 2:58,2.95,11.76,61,4.2,46.4
1/31/2019 2:28,3.31,11.11,66,4.62,46.4
1/31/2019 1:58,3.35,11.76,44,4.57,46.4
1/31/2019 1:28,3.44,10.53,51,4.46,46.4
1/31/2019 0:58,3.84,11.76,55,4.79,46.4
1/31/2019 0:28,3.97,10.53,51,4.61,46.4
1/30/2019 23:58,4.1,11.76,57,4.66,46.6
1/30/2019 23:28,4.43,11.11,45,4.68,46.6
1/30/2019 22:58,4.66,11.11,58,4.83,46.6
1/30/2019 22:28,4.69,11.11,64,4.6,46.6
1/30/2019 21:58,4.72,10.53,66,4.58,46.4
1/30/2019 21:28,4.66,9.88,58,4.71,46.6
1/30/2019 20:58,4.43,11.76,61,5.07,46.6
1/30/2019 20:28,4.46,10.53,61,5.25,46.6
1/30/2019 19:58,4.27,11.11,54,5.3,46.6
1/30/2019 19:28,4.23,11.11,75,5.52,46.6
1/30/2019 18:58,4.43,11.11,44,6.07,46.6
1/30/2019 18:28,4.36,10.53,59,6.18,46.6
1/30/2019 17:58,4.33,9.88,65,6.06,46.6
1/30/2019 17:28,4.66,10.53,54,6.11,46.6
1/30/2019 16:58,4.99,9.88,58,5.99,46.6
1/30/2019 16:28,5.18,11.11,42,5.74,46.6
1/30/2019 15:58,5.25,10.53,41,5.65,46.4
1/30/2019 15:28,5.22,10.53,58,5.46,46.4
1/30/2019 14:58,5.22,6.25,12,5.19,46.2
1/30/2019 14:28,5.87,11.11,47,5.5,46.2
1/30/2019 13:58,5.71,5.88,4,5.24,46.2
1/30/2019 13:28,6.33,11.11,44,5.6,46.2
1/30/2019 12:58,5.51,11.11,64,5.14,46.2
1/30/2019 12:28,5.31,9.88,73,4.98,46.2
1/30/2019 11:58,5.58,11.11,52,5.22,46.2
1/30/2019 11:28,4.99,5,2,4.84,46.2
1/30/2019 10:58,5.02,11.76,59,4.96,46.2
1/30/2019 10:28,4.99,11.11,66,4.99,46.2
1/30/2019 9:58,4.95,10.53,82,5.24,46.2
1/30/2019 9:28,5.61,11.11,76,5.55,46.2
1/30/2019 8:58,5.31,12.5,65,5.2,46
1/30/2019 8:28,5.51,11.11,54,5.09,46.2
1/30/2019 7:58,5.81,9.88,89,5.22,46.2
1/30/2019 7:28,5.94,12.5,59,5.28,46
1/30/2019 6:58,5.51,11.11,61,5.18,46.2
1/30/2019 6:28,5.61,11.11,72,5.3,46
1/30/2019 5:58,5.81,11.76,65,5.67,46
1/30/2019 5:28,5.61,9.88,97,5.68,46.2
1/30/2019 4:58,6.04,11.11,66,5.95,46.2
1/30/2019 4:28,5.94,11.11,78,5.96,46.2
1/30/2019 3:58,5.45,11.11,65,6.39,46.2
1/30/2019 3:28,5.02,11.76,68,6.85,46.4
1/30/2019 2:58,5.97,9.88,86,8.05,46.4
1/30/2019 2:28,5.61,10.53,76,8.01,46.4
1/30/2019 1:58,6,9.88,97,8.17,46.2
1/30/2019 1:28,6.23,9.88,92,8.38,46.2
1/30/2019 0:58,5.87,11.11,72,8.58,46.4
1/30/2019 0:28,5.64,10.53,72,8.43,46.2
1/29/2019 23:58,5.25,9.88,99,8.14,46.4
1/29/2019 23:28,5.84,9.88,99,8.32,46.6
1/29/2019 22:58,5.45,11.11,79,7.9,46.4
1/29/2019 22:28,4.86,9.88,100,7.45,46.4
1/29/2019 21:58,5.68,10.53,94,8.09,46.4
1/29/2019 21:28,6.04,10.53,86,8.03,46.4
1/29/2019 20:58,5.87,10.53,65,7.9,46.4
1/29/2019 20:28,5.54,11.11,85,7.75,46.4
1/29/2019 19:58,5.18,9.88,80,7.62,46.4
1/29/2019 19:28,5.97,9.88,92,7.82,46.4
1/29/2019 18:58,5.77,10.53,106,7.5,46.2
1/29/2019 18:28,5.18,10.53,94,7.21,46.2
1/29/2019 17:58,5.45,9.88,102,7.3,46.2
1/29/2019 17:28,5.28,9.88,100,7.35,46.2
1/29/2019 16:58,5.35,10.53,97,7.47,46.2
1/29/2019 16:28,5.91,9.09,79,7.67,46.2
1/29/2019 15:58,5.51,9.88,99,7.27,46.2
1/29/2019 15:28,6,9.88,104,7.64,46.2
1/29/2019 14:58,5.22,9.09,94,7.3,46.2
1/29/2019 14:28,5.05,9.09,73,7.39,46.2
1/29/2019 13:58,4.86,11.11,120,7.35,46.2
1/29/2019 13:28,5.54,9.88,99,7.67,46
1/29/2019 12:58,5.31,9.09,92,7.49,46
1/29/2019 12:28,5.51,10.53,118,7.49,46
1/29/2019 11:58,5.02,8.33,87,7.17,46
1/29/2019 11:28,4.99,9.09,97,6.98,46
1/29/2019 10:58,4.69,9.09,92,6.86,46
1/29/2019 10:28,4.69,9.88,103,6.73,46
1/29/2019 9:58,4.63,7.69,68,6.25,46.2
1/29/2019 9:28,4.79,10.53,109,6.48,46.2
1/29/2019 8:58,4.66,9.09,85,6.22,46.2
1/29/2019 8:28,4.76,9.88,109,6.17,46.6
1/29/2019 7:58,4.59,8.33,83,5.92,46.6
1/29/2019 7:28,4.69,8.33,85,6.02,46.6
1/29/2019 6:58,4.79,8.33,80,5.88,46.4
1/29/2019 6:28,4.63,8.33,68,5.75,46.6
1/29/2019 5:58,4.36,6.67,35,5.3,46.6
1/29/2019 5:28,4.49,6.67,42,5.31,46.6
1/29/2019 4:58,4.46,6.67,33,5.13,46.8
1/29/2019 4:28,4.72,6.25,34,5.3,46.8
1/29/2019 3:58,4.82,7.14,44,5.18,46.4
1/29/2019 3:28,4.66,7.14,41,5.05,46.6
1/29/2019 2:58,4.92,6.67,34,5.06,46.6
1/29/2019 2:28,4.99,7.14,38,5,46.6
1/29/2019 1:58,5.05,6.25,33,4.91,46.6
1/29/2019 1:28,5.74,7.14,38,5.06,46.8
1/29/2019 0:58,5.74,7.14,34,4.95,46.8
1/29/2019 0:28,6.3,7.14,47,5.08,46.8
1/28/2019 23:58,6.2,7.14,48,4.98,46.8
1/28/2019 23:28,6.56,7.14,45,5.16,46.8
1/28/2019 22:58,6.5,7.14,48,5.01,46.8
1/28/2019 22:28,6.69,7.69,49,5.09,46.8
1/28/2019 21:58,7.05,7.14,44,5.2,46.8
1/28/2019 21:28,6.79,6.25,30,5.18,46.8
1/28/2019 20:58,7.15,7.14,40,5.28,46.8
1/28/2019 20:28,6.92,6.67,33,5.09,46.8
1/28/2019 19:58,7.12,7.14,42,5.1,46.8
1/28/2019 19:28,6.86,7.69,41,5.11,46.9
1/28/2019 18:58,7.71,7.14,28,5.41,46.9
1/28/2019 18:28,7.35,7.14,27,5.15,
1/28/2019 17:28,8.17,6.67,23,5.25,47.1
1/28/2019 16:58,7.91,6.67,20,5.18,47.1
1/28/2019 16:28,8.04,6.67,20,5.19,47.1
1/28/2019 15:58,8.56,6.25,12,5.37,47.1
1/28/2019 15:28,8.01,6.25,16,5.03,47.1
1/28/2019 14:58,7.28,5.88,12,4.83,47.3
1/28/2019 14:28,6.73,5.26,17,4.64,47.3
1/28/2019 13:58,6.33,5.26,16,4.43,47.5
1/28/2019 13:28,5.58,5,13,4.16,47.5
1/28/2019 12:58,4.72,4.35,13,4.01,47.5
1/28/2019 12:28,4.13,4.17,9,3.74,47.5
1/28/2019 11:58,3.87,4,10,3.71,47.5
1/28/2019 11:28,3.54,4,4,3.68,47.1
1/28/2019 10:58,3.38,3.7,4,3.59,47.1
1/28/2019 10:28,3.05,3.33,2,3.52,47.1
1/28/2019 9:58,2.79,3.03,9,3.47,46.9
1/28/2019 9:28,2.56,9.09,100,3.64,46.8
1/28/2019 8:58,2.33,9.09,94,4.12,46.6
1/28/2019 8:28,2.17,9.09,89,4.29,46.8
1/28/2019 7:58,2.26,8.33,96,4.85,46.9
1/28/2019 7:28,2.1,7.69,93,4.85,47.3
1/28/2019 6:58,2.17,8.33,97,5.15,47.3
1/28/2019 6:28,2.07,9.09,94,6.61,47.1
1/28/2019 5:58,2.03,7.69,110,6.83,47.1
1/28/2019 5:28,2.1,7.14,97,6.84,47.1
1/28/2019 4:58,2.1,8.33,103,6.76,47.1
1/28/2019 4:28,2.13,7.69,104,6.71,47.1
1/28/2019 3:58,2.26,7.69,110,7.23,47.1
1/28/2019 3:28,2.1,9.88,89,7.36,47.1
1/28/2019 2:58,2.13,9.09,104,7.17,47.3
1/28/2019 2:28,2.2,7.69,107,7.22,47.5
1/28/2019 1:58,2.1,7.14,104,7.09,47.7
1/28/2019 1:28,2.26,7.14,117,7.17,47.8
1/28/2019 0:58,2.1,8.33,117,7.22,47.7
1/28/2019 0:28,2.36,8.33,120,7.32,47.7
1/27/2019 23:58,2.23,9.09,106,7.24,47.5
1/27/2019 23:28,2.2,9.09,106,7.33,47.5
1/27/2019 22:58,2.33,7.69,116,7.2,47.5
1/27/2019 22:28,2.3,9.88,86,7.41,47.8
1/27/2019 21:58,2.2,7.69,106,7.1,47.8
1/27/2019 21:28,2.53,7.69,118,7.13,47.8
1/27/2019 20:58,2.26,7.69,121,7.09,47.8
1/27/2019 20:28,2.3,9.09,111,7.28,47.8
1/27/2019 19:58,2.26,8.33,106,7.31,47.8
1/27/2019 19:28,2.23,7.14,120,7.06,47.8
1/27/2019 18:58,2.3,7.69,117,7.14,47.5
1/27/2019 18:28,2.3,8.33,107,7.23,47.1
1/27/2019 17:58,2.4,9.09,113,7.33,47.1
1/27/2019 17:28,2.33,7.69,111,7.17,47.1
1/27/2019 16:58,2.33,7.69,120,6.98,46.9
1/27/2019 16:28,2.26,9.09,104,7.12,46.8
1/27/2019 15:58,2.36,7.69,116,7.06,46.8
1/27/2019 15:28,2.43,7.14,125,7.08,46.8
1/27/2019 14:58,2.49,7.69,116,7.09,46.8
1/27/2019 14:28,2.17,8.33,120,7.08,46.6
1/27/2019 13:58,2.17,7.69,111,7.13,46.6
1/27/2019 13:28,2.4,7.14,121,7.27,46.6
1/27/2019 12:58,2.26,7.14,120,7.08,46.6
1/27/2019 12:28,2.33,7.69,125,7.15,46.6
1/27/2019 11:58,2.2,8.33,111,7.47,46.6
1/27/2019 11:28,2.13,9.09,117,7.46,46.8
1/27/2019 10:58,2.36,7.69,124,7.52,46.8
1/27/2019 10:28,2.1,7.69,116,7.3,46.6
1/27/2019 9:58,2.17,8.33,114,7.47,46.6
1/27/2019 9:28,2.3,8.33,111,7.57,46.6
1/27/2019 8:58,2.3,8.33,116,7.46,46.6
1/27/2019 8:28,2.33,7.69,116,7.52,46.2
1/27/2019 7:58,2.3,8.33,114,7.42,46.6
1/27/2019 7:28,2.2,8.33,121,7.35,46
1/27/2019 6:58,2.53,7.69,117,7.34,46
1/27/2019 6:28,2.33,7.69,117,7.06,47.1
1/27/2019 5:58,2.1,7.69,113,7.07,47.5
1/27/2019 5:28,2.4,8.33,114,7.08,47.5
1/27/2019 4:58,2.17,9.09,106,6.97,47.3
1/27/2019 4:28,2.43,8.33,116,7.01,47.5
1/27/2019 3:58,2.26,8.33,111,6.68,47.5
1/27/2019 3:28,2.43,8.33,118,6.76,47.1
1/27/2019 2:58,2.46,8.33,104,6.7,47.5
1/27/2019 2:28,2.49,8.33,118,6.59,47.5
1/27/2019 1:58,2.33,8.33,114,6.42,47.7
1/27/2019 1:28,2.56,8.33,109,6.49,47.8
1/27/2019 0:58,2.49,7.69,120,6.47,47.8
1/27/2019 0:28,2.46,7.69,125,6.35,48.4
1/26/2019 23:58,2.69,8.33,117,6.56,48
1/26/2019 23:28,2.69,8.33,111,6.59,48.2
1/26/2019 22:58,2.72,8.33,123,6.63,48
1/26/2019 22:28,2.56,8.33,113,6.91,48.6
1/26/2019 21:58,2.56,8.33,106,7.08,48.6
1/26/2019 21:28,2.43,8.33,123,7.03,47.7
1/26/2019 20:58,2.59,9.09,109,7.21,48
1/26/2019 20:28,2.66,8.33,131,7.18,47.8
1/26/2019 19:58,2.62,8.33,113,7.25,48
1/26/2019 19:28,2.69,8.33,120,7.24,48.7
1/26/2019 18:58,2.76,8.33,114,7.25,48.9
1/26/2019 18:28,2.62,9.09,107,7.29,48.2
1/26/2019 17:58,2.79,8.33,117,7.3,48
1/26/2019 17:28,2.62,9.09,106,7.18,48
1/26/2019 16:58,2.85,8.33,113,7.06,47.7
